Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
KCNS2		6	6	1066	0.6%	No
ACTL9		5	5	1066	0.5%	No
CCDC169		1	1	1066	<0.1%	No
CHRNB4		6	5	1066	0.5%	No
CHRNB3		4	4	1066	0.4%	No
CHRNB2		10	10	1066	0.9%	No
RIMOC1		5	5	1066	0.5%	No
CHRNB1		2	2	1066	0.2%	No
CHRNA7		2	2	1066	0.2%	No
CHRNA5		5	5	1066	0.5%	No
CHRNA4		6	5	1066	0.5%	No
CHRNA3		4	4	1066	0.4%	No
CHRNA2		5	3	1066	0.3%	No
CHRNA1		4	4	1066	0.4%	No
CHRM5		4	4	1066	0.4%	No
KHK		2	2	1066	0.2%	No
KIF2A		7	7	1066	0.7%	No
KIF3C		7	5	1066	0.5%	No
KIF5A		8	8	1066	0.8%	No
HMGA2-AS1		1	1	1066	<0.1%	No
KIF5B		12	12	1066	1.1%	Yes
ZNF841		12	10	1066	0.9%	No
ZNF615		4	4	1066	0.4%	No
SLC36A3		2	2	1066	0.2%	No
KIF4B		9	9	1066	0.8%	No
CIRBP		1	1	1066	<0.1%	No
CKB		1	1	1066	<0.1%	No
FRG1		4	4	1066	0.4%	No
CHUK		8	6	1066	0.6%	No
CHRNG		7	5	1066	0.5%	No
CHRNE		2	2	1066	0.2%	No
CHRND		5	5	1066	0.5%	No
MTOR		21	20	1066	1.9%	Yes
SIGLECL1		1	1	1066	<0.1%	No
KLK9		2	2	1066	0.2%	No
KCNK4		3	3	1066	0.3%	No
EMC10		2	2	1066	0.2%	No
MYEF2		6	5	1066	0.5%	No
IRX4		2	2	1066	0.2%	No
AK3		2	2	1066	0.2%	No
ASAP1		10	8	1066	0.8%	No
HP1BP3		4	4	1066	0.4%	No
CKS1B		1	1	1066	<0.1%	Yes
NR5A2		5	4	1066	0.4%	No
OR2V2		1	1	1066	<0.1%	No
ERCC8		1	1	1066	<0.1%	No
FSHR		10	10	1066	0.9%	No
CKMT2		8	8	1066	0.8%	No
CENPI		6	5	1066	0.5%	No
CKMT1B		2	2	1066	0.2%	No
CKM		4	4	1066	0.4%	No
FSHB		1	1	1066	<0.1%	No
FRZB		2	2	1066	0.2%	No
IZUMO1		3	3	1066	0.3%	No
TBCB		1	1	1066	<0.1%	No
MAMSTR		1	1	1066	<0.1%	No
TPRX1		3	3	1066	0.3%	No
NKPD1		1	1	1066	<0.1%	No
HDGFL3		2	2	1066	0.2%	No
PPP1R37		1	1	1066	<0.1%	No
NSDHL		4	4	1066	0.4%	No
AP3S1		1	1	1066	<0.1%	No
AP2S1		2	2	1066	0.2%	No
C5ORF64		1	1	1066	<0.1%	No
AP2M1		4	4	1066	0.4%	No
ZNF283		6	6	1066	0.6%	No
LYPD5		3	3	1066	0.3%	No
CCDC157		3	3	1066	0.3%	No
ZNF575		2	2	1066	0.2%	No
CXCL17		2	2	1066	0.2%	No
PLEKHM2		4	4	1066	0.4%	No
SYT11		5	5	1066	0.5%	No
MLC1		4	4	1066	0.4%	No
OR4C12		6	5	1066	0.5%	No
OR4C13		3	3	1066	0.3%	No
M1AP		4	4	1066	0.4%	No
CLCNKA		6	5	1066	0.5%	No
USP49		3	3	1066	0.3%	No
CLCN7		3	3	1066	0.3%	No
ATP11B		8	6	1066	0.6%	No
WHRN		2	2	1066	0.2%	No
CLCN6		10	9	1066	0.8%	No
FAM168A		1	1	1066	<0.1%	No
ABHD14A		1	1	1066	<0.1%	No
CLCN5		5	5	1066	0.5%	No
CLCN4		7	6	1066	0.6%	No
PMPCA		4	4	1066	0.4%	No
CLCN3		6	6	1066	0.6%	No
ARL6IP1		1	1	1066	<0.1%	No
PRKD2		10	9	1066	0.8%	No
CLCN2		8	8	1066	0.8%	No
ACSBG1		8	8	1066	0.8%	No
CLCN1		9	7	1066	0.7%	No
CLCA1		8	7	1066	0.7%	No
CLC		4	4	1066	0.4%	No
DUSP10		7	7	1066	0.7%	No
NLRC5		16	14	1066	1.3%	No
MST1L		1	1	1066	<0.1%	No
ANTXR1		3	2	1066	0.2%	No
MRPL3		3	3	1066	0.3%	No
C19ORF44		6	6	1066	0.6%	No
BLTP1		36	30	1066	2.8%	No
RPL35		3	3	1066	0.3%	No
GALNT5		6	6	1066	0.6%	No
ASCC2		8	8	1066	0.8%	No
GALNT6		2	2	1066	0.2%	No
GTF2IRD2		3	3	1066	0.3%	No
NBEAL2		10	9	1066	0.8%	No
FBXO28		5	5	1066	0.5%	No
TSLP		1	1	1066	<0.1%	No
CLK3		5	5	1066	0.5%	No
JMJD6		2	2	1066	0.2%	No
RPL36		1	1	1066	<0.1%	No
ZC3H4		4	4	1066	0.4%	No
CLK2		6	6	1066	0.6%	No
RRS1		2	2	1066	0.2%	No
LETMD1		2	2	1066	0.2%	No
CLK1		4	3	1066	0.3%	No
SULF1		8	8	1066	0.8%	No
MPC2		2	2	1066	0.2%	No
XPO6		8	8	1066	0.8%	No
CLIC2		4	4	1066	0.4%	No
PRRC2C		19	17	1066	1.6%	No
SPEF1		1	1	1066	<0.1%	No
CLIC1		4	4	1066	0.4%	No
TBC1D1		4	4	1066	0.4%	No
DCAF13		4	4	1066	0.4%	No
CLU		5	5	1066	0.5%	No
ZFR2		3	3	1066	0.3%	No
MXRA5		36	30	1066	2.8%	No
ARID5B		8	7	1066	0.7%	Yes
NEPRO		4	3	1066	0.3%	No
CLCNKB		6	6	1066	0.6%	No
SUMF2		3	3	1066	0.3%	No
TRUB1		4	4	1066	0.4%	No
POLG2		5	4	1066	0.4%	No
SEC63		5	5	1066	0.5%	No
HPS5		6	5	1066	0.5%	No
MKX		3	3	1066	0.3%	No
RNF139		4	3	1066	0.3%	No
PDCD10		3	3	1066	0.3%	No
CA5B		2	2	1066	0.2%	No
PSKH2		2	2	1066	0.2%	No
RNF24		1	1	1066	<0.1%	No
PPP1R1B		3	2	1066	0.2%	No
SGMS2		2	2	1066	0.2%	No
MINDY4		4	3	1066	0.3%	No
PARM1		2	2	1066	0.2%	No
CHD6		24	23	1066	2.2%	No
ZNF831		9	9	1066	0.8%	No
METTL7A		2	2	1066	0.2%	No
ASF1A		3	3	1066	0.3%	No
ABTB2		8	8	1066	0.8%	No
MOB4		1	1	1066	<0.1%	No
FAR1		6	6	1066	0.6%	No
TMEM164		2	2	1066	0.2%	No
POLI		2	2	1066	0.2%	No
CHEK2		9	9	1066	0.8%	Yes
SLITRK6		11	10	1066	0.9%	No
KLK8		3	3	1066	0.3%	No
ZCCHC7		5	5	1066	0.5%	No
CATSPERZ		2	1	1066	<0.1%	No
LOXL4		4	4	1066	0.4%	No
ZNF844		4	4	1066	0.4%	No
ZNF763		3	3	1066	0.3%	No
TECPR1		6	5	1066	0.5%	No
ZNF345		3	3	1066	0.3%	No
DCAF12		3	3	1066	0.3%	No
ARMC8		3	3	1066	0.3%	No
BRMS1		2	2	1066	0.2%	No
FAM149A		2	2	1066	0.2%	No
DDX20		6	6	1066	0.6%	No
TREX2		2	2	1066	0.2%	No
HDX		14	14	1066	1.3%	No
PLPBP		2	2	1066	0.2%	No
SLC49A3		2	2	1066	0.2%	No
APOOL		4	4	1066	0.4%	No
FZD10		2	2	1066	0.2%	No
AKAP13		22	18	1066	1.7%	No
ELMOD3		3	3	1066	0.3%	No
IRAK3		6	5	1066	0.5%	No
POLR1B		4	4	1066	0.4%	No
AKAP10		3	3	1066	0.3%	No
AKAP11		17	13	1066	1.2%	No
SLA2		2	2	1066	0.2%	No
OR2Z1		5	5	1066	0.5%	No
BACE2		1	1	1066	<0.1%	No
TXN2		1	1	1066	<0.1%	No
FBXL2		4	4	1066	0.4%	No
PROKR2		2	2	1066	0.2%	No
TMEM184B		2	2	1066	0.2%	No
OR4Q3		4	4	1066	0.4%	No
ZIM3		10	9	1066	0.8%	No
OSCAR		1	1	1066	<0.1%	No
ARIH1		3	3	1066	0.3%	No
DMBX1		1	1	1066	<0.1%	No
DNAJB5		4	4	1066	0.4%	No
MTO1		12	10	1066	0.9%	No
PRDX5		3	3	1066	0.3%	No
TPSG1		1	1	1066	<0.1%	No
GBP4		8	8	1066	0.8%	No
OR4M1		7	6	1066	0.6%	No
GBP5		6	6	1066	0.6%	No
MTERF4		3	3	1066	0.3%	No
PCP2		3	3	1066	0.3%	No
CIAO2A		4	4	1066	0.4%	No
NIPBL		31	26	1066	2.4%	No
METTL25		5	5	1066	0.5%	No
COG4		2	2	1066	0.2%	No
SETD3		6	4	1066	0.4%	Yes
TRAPPC5		2	2	1066	0.2%	No
HECTD1		18	16	1066	1.5%	No
SULT4A1		2	2	1066	0.2%	No
POU2F3		1	1	1066	<0.1%	No
NBPF14		4	4	1066	0.4%	No
MGAT4C		5	5	1066	0.5%	No
FCRL1		5	5	1066	0.5%	No
FCRL3		10	8	1066	0.8%	No
LRRC42		10	8	1066	0.8%	No
POMK		2	2	1066	0.2%	No
USP48		9	7	1066	0.7%	No
LSM4		3	2	1066	0.2%	No
SPDEF		5	4	1066	0.4%	No
BAMBI		1	1	1066	<0.1%	No
C20ORF141		1	1	1066	<0.1%	No
TMEM17		1	1	1066	<0.1%	No
TTLL1		4	4	1066	0.4%	No
SLC39A6		11	10	1066	0.9%	No
LMOD1		9	9	1066	0.8%	No
LIPJ		1	1	1066	<0.1%	No
SIRPD		1	1	1066	<0.1%	No
ATXN10		2	2	1066	0.2%	No
TAFA5		1	1	1066	<0.1%	No
TNFAIP8		1	1	1066	<0.1%	No
SPATA48		4	4	1066	0.4%	No
NOCT		3	3	1066	0.3%	No
KLK5		4	4	1066	0.4%	No
CCDC148		8	8	1066	0.8%	No
NPIPB15		3	3	1066	0.3%	No
SPRED2		4	4	1066	0.4%	No
NPIPB4		2	2	1066	0.2%	No
SAMM50		2	2	1066	0.2%	No
TBC1D20		2	2	1066	0.2%	No
WDR6		13	13	1066	1.2%	No
KCTD7		1	1	1066	<0.1%	No
SLC2A6		4	4	1066	0.4%	No
TREH		2	2	1066	0.2%	No
MAP4K1		6	6	1066	0.6%	No
MAP4K5		3	3	1066	0.3%	No
RASSF1		1	1	1066	<0.1%	No
INMT		5	5	1066	0.5%	No
STAB1		21	15	1066	1.4%	No
EFR3A		6	6	1066	0.6%	No
RTF1		4	4	1066	0.4%	No
SLC35D1		1	1	1066	<0.1%	No
RBM46		3	3	1066	0.3%	No
CRPPA		2	1	1066	<0.1%	No
CLEC4F		4	4	1066	0.4%	No
NKD2		4	3	1066	0.3%	No
TPRG1L		1	1	1066	<0.1%	No
SAMD8		2	2	1066	0.2%	No
WDR43		4	3	1066	0.3%	No
ZIC5		1	1	1066	<0.1%	No
SNX13		7	7	1066	0.7%	No
CCNB3		16	15	1066	1.4%	Yes
MAPK8IP3		8	7	1066	0.7%	No
SLC45A3		6	5	1066	0.5%	Yes
GGA3		2	2	1066	0.2%	No
RHPN2		3	3	1066	0.3%	No
MPRIP		3	3	1066	0.3%	No
NUP205		9	9	1066	0.8%	No
SLC22A16		7	7	1066	0.7%	No
NISCH		4	3	1066	0.3%	No
PKP3		4	4	1066	0.4%	No
CELF3		3	3	1066	0.3%	No
NAT2		1	1	1066	<0.1%	No
SERPINA3		1	1	1066	<0.1%	No
CEP250		14	14	1066	1.3%	No
ZBTB34		2	2	1066	0.2%	No
AADAC		6	6	1066	0.6%	No
WBP4		2	2	1066	0.2%	No
AAMP		1	1	1066	<0.1%	No
AANAT		1	1	1066	<0.1%	No
AARS1		11	11	1066	1.0%	No
ABCB8		9	9	1066	0.8%	No
WIF1		5	4	1066	0.4%	Yes
ABAT		5	4	1066	0.4%	No
SEC23IP		7	7	1066	0.7%	No
ABCA1		14	11	1066	1.0%	No
CEP68		7	7	1066	0.7%	No
PASK		9	9	1066	0.8%	Yes
RGL1		3	3	1066	0.3%	No
LRRIQ3		8	8	1066	0.8%	No
ERICH3		21	15	1066	1.4%	No
TYW3		6	5	1066	0.5%	No
NKD1		3	3	1066	0.3%	No
TTLL12		1	1	1066	<0.1%	No
RAB42		3	3	1066	0.3%	No
ABRAXAS2		4	4	1066	0.4%	No
DNAJC14		7	7	1066	0.7%	No
METAP1		6	3	1066	0.3%	No
EAF1		1	1	1066	<0.1%	No
ZCCHC14		2	2	1066	0.2%	No
LPIN1		6	6	1066	0.6%	No
SEPTIN8		4	4	1066	0.4%	No
ANXA10		4	4	1066	0.4%	No
SUPT16H		11	9	1066	0.8%	No
ABCA2		4	4	1066	0.4%	No
ABCA3		15	12	1066	1.1%	No
ABCB7		7	7	1066	0.7%	No
ABCF1		7	6	1066	0.6%	No
IRX2		2	2	1066	0.2%	No
ABCA4		16	12	1066	1.1%	No
ERLIN2		5	4	1066	0.4%	No
ABL1		8	7	1066	0.7%	Yes
AOC1		3	3	1066	0.3%	No
NUDT6		5	2	1066	0.2%	No
ZAR1L		2	2	1066	0.2%	No
ABL2		12	11	1066	1.0%	Yes
ERG28		1	1	1066	<0.1%	No
NUDT5		1	1	1066	<0.1%	No
ABR		10	8	1066	0.8%	No
NUDT4		1	1	1066	<0.1%	No
ZC3H3		1	1	1066	<0.1%	No
ASB17		5	5	1066	0.5%	No
BTNL9		5	5	1066	0.5%	No
SSPOP		3	3	1066	0.3%	No
TIGD1		1	1	1066	<0.1%	No
NACAD		7	7	1066	0.7%	No
FCHO1		9	9	1066	0.8%	No
PCGF6		4	4	1066	0.4%	No
ZIC4		5	5	1066	0.5%	No
CABS1		3	3	1066	0.3%	No
QRFPR		2	2	1066	0.2%	No
STON2		8	8	1066	0.8%	No
ZZEF1		13	12	1066	1.1%	No
DDIT4L		4	3	1066	0.3%	No
ANKLE2		8	8	1066	0.8%	No
C4ORF17		5	5	1066	0.5%	No
ZCRB1		1	1	1066	<0.1%	No
DCUN1D4		5	4	1066	0.4%	No
PRAM1		6	6	1066	0.6%	No
LRCH1		11	11	1066	1.0%	No
ARL6		2	2	1066	0.2%	No
PSIP1		11	10	1066	0.9%	Yes
SLC41A2		1	1	1066	<0.1%	No
FSTL1		2	2	1066	0.2%	No
USP44		1	1	1066	<0.1%	No
ACAA1		1	1	1066	<0.1%	No
WDHD1		5	5	1066	0.5%	No
ACACA		18	17	1066	1.6%	No
ACACB		11	11	1066	1.0%	No
ACADL		4	3	1066	0.3%	No
ACADS		1	1	1066	<0.1%	No
STRAP		1	1	1066	<0.1%	No
MARVELD2		2	2	1066	0.2%	No
ACADSB		6	6	1066	0.6%	No
FAM107A		2	2	1066	0.2%	No
ACADVL		3	3	1066	0.3%	No
ADAMTS7		13	13	1066	1.2%	No
OR9K2		2	2	1066	0.2%	No
ACAT1		4	4	1066	0.4%	No
INSL6		2	2	1066	0.2%	No
TTLL13		3	3	1066	0.3%	No
ACAT2		1	1	1066	<0.1%	No
ADAMTS6		5	4	1066	0.4%	No
CLCC1		3	3	1066	0.3%	No
DQX1		5	5	1066	0.5%	No
SEPTIN6		6	6	1066	0.6%	Yes
TBC1D9		7	6	1066	0.6%	No
TSPAN11		5	5	1066	0.5%	No
FRMD4B		5	5	1066	0.5%	No
GRAMD4		5	5	1066	0.5%	No
CIC		5	5	1066	0.5%	Yes
NCDN		5	5	1066	0.5%	No
BAZ1A		12	12	1066	1.1%	No
BAZ2A		14	13	1066	1.2%	No
ZNF277		5	5	1066	0.5%	No
LZTS1		5	5	1066	0.5%	No
PIRT		2	2	1066	0.2%	No
ASIC2		2	2	1066	0.2%	No
ASIC1		3	3	1066	0.3%	No
AMER1		18	16	1066	1.5%	Yes
ACHE		3	3	1066	0.3%	No
ACLY		12	9	1066	0.8%	No
ACO1		2	2	1066	0.2%	No
CDC37		8	7	1066	0.7%	No
ACR		4	4	1066	0.4%	No
PKIG		2	2	1066	0.2%	No
IL1RAPL1		14	10	1066	0.9%	No
CLASP2		11	10	1066	0.9%	No
CAMTA2		5	5	1066	0.5%	No
POGZ		15	15	1066	1.4%	No
TMEM59L		7	7	1066	0.7%	No
WIPF3		1	1	1066	<0.1%	No
COLGALT2		4	4	1066	0.4%	No
RAD54B		18	17	1066	1.6%	No
PLXND1		7	7	1066	0.7%	No
ACAD11		7	7	1066	0.7%	No
ATRIP		4	3	1066	0.3%	Yes
DIXDC1		5	5	1066	0.5%	No
RASGRP3		4	4	1066	0.4%	No
LRRIQ1		14	14	1066	1.3%	No
CEP295		16	15	1066	1.4%	No
ATP10B		23	23	1066	2.2%	No
WDR75		4	4	1066	0.4%	No
TNKS1BP1		14	14	1066	1.3%	No
RAB3GAP2		13	13	1066	1.2%	No
CIPC		1	1	1066	<0.1%	No
DMC1		4	4	1066	0.4%	No
KAT7		5	4	1066	0.4%	No
DISP2		8	8	1066	0.8%	No
GLMN		2	2	1066	0.2%	No
ZNF394		6	6	1066	0.6%	No
CFAP74		1	1	1066	<0.1%	No
DNAAF6		1	1	1066	<0.1%	No
ACO2		8	6	1066	0.6%	No
PLAAT3		1	1	1066	<0.1%	No
TSPYL5		2	2	1066	0.2%	No
ACOX1		3	3	1066	0.3%	No
HHLA2		4	4	1066	0.4%	No
ITPRIP		3	3	1066	0.3%	No
ACP1		2	1	1066	<0.1%	No
HHLA3		1	1	1066	<0.1%	No
UNK		7	6	1066	0.6%	No
ACP5		4	4	1066	0.4%	No
BVES		2	2	1066	0.2%	No
ACP3		9	9	1066	0.8%	No
MYOM3		14	13	1066	1.2%	No
ACRV1		2	2	1066	0.2%	No
ACTA1		2	2	1066	0.2%	No
ACTA2		5	5	1066	0.5%	No
CORO1A		1	1	1066	<0.1%	No
TIGD2		6	6	1066	0.6%	No
FICD		2	2	1066	0.2%	No
WDR45		2	2	1066	0.2%	No
DRGX		3	3	1066	0.3%	No
PHF8		12	10	1066	0.9%	No
PGLS		4	4	1066	0.4%	No
KDM6B		4	4	1066	0.4%	No
BRI3		1	1	1066	<0.1%	No
EPB41L3		12	12	1066	1.1%	No
QPCT		2	2	1066	0.2%	No
SMC5		8	8	1066	0.8%	No
N4BP3		4	4	1066	0.4%	No
ZNF324		5	5	1066	0.5%	No
SRRD		1	1	1066	<0.1%	No
MAST2		10	10	1066	0.9%	No
CFAP45		6	6	1066	0.6%	No
KIAA1755		8	7	1066	0.7%	No
CIZ1		7	5	1066	0.5%	No
ATG2A		13	11	1066	1.0%	No
NGEF		5	4	1066	0.4%	No
GPATCH8		12	10	1066	0.9%	No
FSCN2		2	2	1066	0.2%	No
CNTNAP4		10	9	1066	0.8%	No
RAD54L2		10	9	1066	0.8%	No
FBXO7		4	4	1066	0.4%	No
ZFHX2		4	4	1066	0.4%	No
LDB3		4	4	1066	0.4%	No
DCLK3		3	3	1066	0.3%	No
AP4S1		3	3	1066	0.3%	No
LRRCC1		9	8	1066	0.8%	No
ACTB		7	7	1066	0.7%	Yes
HELZ2		9	8	1066	0.8%	No
KNDC1		8	8	1066	0.8%	No
RABL2A		1	1	1066	<0.1%	No
PWWP3B		8	8	1066	0.8%	No
RABL2B		5	5	1066	0.5%	No
DOCK7		18	16	1066	1.5%	No
OR5B3		3	3	1066	0.3%	No
BTN2A1		6	6	1066	0.6%	No
MYBPHL		2	2	1066	0.2%	No
IQUB		7	7	1066	0.7%	No
H2AP		2	2	1066	0.2%	No
MCF2L2		14	13	1066	1.2%	No
TBC1D2B		7	7	1066	0.7%	No
FSTL4		10	10	1066	0.9%	No
PRPF40B		6	5	1066	0.5%	No
SLC24A2		2	2	1066	0.2%	No
MRPS27		2	2	1066	0.2%	No
CLASRP		3	3	1066	0.3%	No
KAT8		4	4	1066	0.4%	No
CCDC65		7	6	1066	0.6%	No
DNAJC5B		2	2	1066	0.2%	No
PTPRT		13	13	1066	1.2%	Yes
SYDE2		6	6	1066	0.6%	No
GFM1		6	6	1066	0.6%	No
SCIN		9	9	1066	0.8%	No
ACTG1		7	7	1066	0.7%	Yes
FAF1		4	4	1066	0.4%	Yes
ZNF644		11	11	1066	1.0%	No
ACTG2		7	7	1066	0.7%	No
RCAN3		1	1	1066	<0.1%	No
CD160		1	1	1066	<0.1%	No
FAM161A		8	6	1066	0.6%	No
POLR3A		10	10	1066	0.9%	No
ABRAXAS1		2	2	1066	0.2%	Yes
KIF3A		6	5	1066	0.5%	No
EVA1A		1	1	1066	<0.1%	No
FAM199X		3	3	1066	0.3%	No
HIC2		2	2	1066	0.2%	No
SYCE3		1	1	1066	<0.1%	No
CAPN11		6	6	1066	0.6%	No
ZWINT		5	5	1066	0.5%	No
SPART		5	5	1066	0.5%	No
TNRC6B		19	18	1066	1.7%	No
CUL9		12	12	1066	1.1%	No
CBY1		2	2	1066	0.2%	No
NFASC		17	16	1066	1.5%	No
ZMAT2		1	1	1066	<0.1%	No
DSTYK		6	5	1066	0.5%	No
TOGARAM1		13	11	1066	1.0%	No
SUN2		3	3	1066	0.3%	No
TAB2		3	3	1066	0.3%	No
PCMTD1		2	1	1066	<0.1%	No
CCDC13		4	4	1066	0.4%	No
TBC1D22A		4	4	1066	0.4%	No
SLC7A6OS		5	5	1066	0.5%	No
KPTN		4	2	1066	0.2%	No
ZNRF3		5	5	1066	0.5%	Yes
SELENOI		4	4	1066	0.4%	No
ACTN4		12	12	1066	1.1%	No
CAPN10		5	5	1066	0.5%	No
USP42		7	7	1066	0.7%	No
CDC42EP1		4	4	1066	0.4%	No
UTP15		4	4	1066	0.4%	No
ZC3H12C		10	9	1066	0.8%	No
TOMM40L		2	2	1066	0.2%	No
SSH2		9	7	1066	0.7%	No
PWP1		4	4	1066	0.4%	No
TANC1		14	13	1066	1.2%	No
SLC7A9		7	7	1066	0.7%	No
FHDC1		11	10	1066	0.9%	No
ACTL6A		3	3	1066	0.3%	No
CEP78		5	5	1066	0.5%	No
ACTN1		4	4	1066	0.4%	No
TBC1D8		17	16	1066	1.5%	No
ZNF518B		7	7	1066	0.7%	No
ACTN2		17	17	1066	1.6%	No
ACTN3		6	6	1066	0.6%	No
CMC4		1	1	1066	<0.1%	No
ACVR1		1	1	1066	<0.1%	Yes
ACVR1B		11	10	1066	0.9%	Yes
ACVR2A		11	11	1066	1.0%	Yes
ACVR2B		2	2	1066	0.2%	No
ACVRL1		4	4	1066	0.4%	No
ACY1		1	1	1066	<0.1%	No
RSPH4A		9	8	1066	0.8%	No
ACYP1		2	2	1066	0.2%	No
SHISA9		8	8	1066	0.8%	No
GPR148		1	1	1066	<0.1%	No
SLC35E2B		2	2	1066	0.2%	No
DCAF8		8	8	1066	0.8%	No
NPHP4		15	14	1066	1.3%	No
KIR2DL3		4	4	1066	0.4%	No
APCDD1L		2	2	1066	0.2%	No
KIR2DL4		2	2	1066	0.2%	No
KIR2DS4		5	5	1066	0.5%	No
SH3RF3		2	2	1066	0.2%	No
KIF5C		14	13	1066	1.2%	No
KIFC3		7	7	1066	0.7%	No
KIR2DL1		6	6	1066	0.6%	No
TIPRL		2	2	1066	0.2%	No
KISS1		1	1	1066	<0.1%	No
KIT		9	8	1066	0.8%	Yes
KLK1		3	3	1066	0.3%	No
KLK2		4	4	1066	0.4%	Yes
STEAP2		5	5	1066	0.5%	No
KLKB1		4	4	1066	0.4%	No
KIR3DL1		10	9	1066	0.8%	No
KIR3DL2		5	5	1066	0.5%	No
EIF3CL		2	2	1066	0.2%	No
KNG1		7	6	1066	0.6%	No
KLRB1		1	1	1066	<0.1%	No
KLRC1		5	5	1066	0.5%	No
KLRC2		2	2	1066	0.2%	No
KLRC3		1	1	1066	<0.1%	No
KPNA1		1	1	1066	<0.1%	No
KPNB1		9	9	1066	0.8%	No
KPNA2		6	6	1066	0.6%	No
GARIN5B		4	4	1066	0.4%	No
KPNA3		6	6	1066	0.6%	No
TMEM150B		2	2	1066	0.2%	No
VSTM1		2	2	1066	0.2%	No
DENND10		4	4	1066	0.4%	No
KLC1		3	3	1066	0.3%	No
KIF11		9	8	1066	0.8%	No
KIF25		3	3	1066	0.3%	No
KIF22		6	6	1066	0.6%	No
SHISA7		1	1	1066	<0.1%	No
TCP10L		2	2	1066	0.2%	No
CCDC30		7	7	1066	0.7%	No
ADAM2		5	5	1066	0.5%	No
KRT1		5	5	1066	0.5%	No
KRT2		6	6	1066	0.6%	No
FTL		1	1	1066	<0.1%	No
ZFP82		4	4	1066	0.4%	No
WDR62		13	10	1066	0.9%	No
KPNA4		2	2	1066	0.2%	No
KPNA5		7	7	1066	0.7%	No
TNPO1		6	6	1066	0.6%	No
FUCA2		3	3	1066	0.3%	No
IPO5		5	5	1066	0.5%	No
FUCA1		2	2	1066	0.2%	No
KRAS		6	6	1066	0.6%	Yes
NR5A1		2	2	1066	0.2%	No
KRTAP5-9		1	1	1066	<0.1%	No
KRT13		2	2	1066	0.2%	No
KANK1		10	9	1066	0.8%	No
FDCSP		2	2	1066	0.2%	No
KRT10		2	2	1066	0.2%	No
RFTN1		2	2	1066	0.2%	No
FUT3		3	3	1066	0.3%	No
KRT12		1	1	1066	<0.1%	No
DIP2A		13	13	1066	1.2%	No
FUT2		1	1	1066	<0.1%	No
MESD		1	1	1066	<0.1%	No
FUS		5	5	1066	0.5%	Yes
LARP4B		10	9	1066	0.8%	Yes
RCOR1		1	1	1066	<0.1%	No
PHLDB1		10	9	1066	0.8%	No
KRT3		5	5	1066	0.5%	No
KRT4		6	6	1066	0.6%	No
KRT5		5	5	1066	0.5%	No
KRT6A		5	4	1066	0.4%	No
KRT6B		5	5	1066	0.5%	No
KRT7		3	3	1066	0.3%	No
FUT6		2	2	1066	0.2%	No
KRT8		2	2	1066	0.2%	No
FUT5		5	5	1066	0.5%	No
KRT9		8	7	1066	0.7%	No
FGD5		11	10	1066	0.9%	No
CDK11A		7	7	1066	0.7%	No
ARRDC5		2	2	1066	0.2%	No
GSE1		9	9	1066	0.8%	No
MAGI3		9	9	1066	0.8%	No
RGMB		2	2	1066	0.2%	No
PRSS33		1	1	1066	<0.1%	No
CYFIP1		12	12	1066	1.1%	No
RSBN1L		5	4	1066	0.4%	No
ATG4B		1	1	1066	<0.1%	No
FZD2		3	3	1066	0.3%	No
GANAB		10	10	1066	0.9%	No
CLN5		1	1	1066	<0.1%	No
FYN		3	3	1066	0.3%	Yes
FBXL7		4	4	1066	0.4%	No
FYB1		9	8	1066	0.8%	No
MDN1		44	36	1066	3.4%	No
CLN3		4	4	1066	0.4%	No
ACKR1		3	3	1066	0.3%	No
FAM120A		9	8	1066	0.8%	No
TPP1		8	7	1066	0.7%	No
KDSR		1	1	1066	<0.1%	Yes
FAF2		7	7	1066	0.7%	No
FUT8		4	4	1066	0.4%	No
PSME4		14	10	1066	0.9%	No
KRT14		6	5	1066	0.5%	No
CLPTM1		3	3	1066	0.3%	No
KRT15		1	1	1066	<0.1%	No
G6PD		4	4	1066	0.4%	No
CLNS1A		2	2	1066	0.2%	No
G6PC1		1	1	1066	<0.1%	No
KRT16		3	3	1066	0.3%	No
UBXN4		3	3	1066	0.3%	No
OLFML2B		13	10	1066	0.9%	No
MTHFD1L		9	9	1066	0.8%	No
CNOT10		7	7	1066	0.7%	No
KRT19		7	7	1066	0.7%	No
ANAPC15		1	1	1066	<0.1%	No
KRT31		2	2	1066	0.2%	No
AHCTF1		34	29	1066	2.7%	No
IGSF10		23	19	1066	1.8%	No
KRT32		5	5	1066	0.5%	No
GABPA		2	2	1066	0.2%	No
C3ORF33		2	2	1066	0.2%	No
GABBR1		4	4	1066	0.4%	No
CCDC28A		2	2	1066	0.2%	No
IFFO1		5	5	1066	0.5%	No
GAA		5	4	1066	0.4%	No
XRCC6		7	6	1066	0.6%	No
ITPRID1		6	6	1066	0.6%	No
CLTC		17	11	1066	1.0%	Yes
CLTB		1	1	1066	<0.1%	No
SLC37A4		2	2	1066	0.2%	No
KRT17		3	3	1066	0.3%	No
KRT18		3	3	1066	0.3%	No
GAB1		3	3	1066	0.3%	Yes
RTTN		15	14	1066	1.3%	No
POT1		5	5	1066	0.5%	Yes
NDUFAF3		1	1	1066	<0.1%	No
